average delay: 0.953
	min: 0.953s max: 0.953s std dev: 0.00000s window: 1
average delay: 0.951
	min: 0.730s max: 1.171s std dev: 0.18015s window: 3
average delay: 0.890
	min: 0.705s max: 1.171s std dev: 0.18902s window: 4
average delay: 0.820
	min: 0.544s max: 1.171s std dev: 0.21834s window: 5
average delay: 0.785
	min: 0.544s max: 1.171s std dev: 0.21414s window: 6
average delay: 0.753
	min: 0.544s max: 1.171s std dev: 0.21396s window: 7
average delay: 0.725
	min: 0.535s max: 1.171s std dev: 0.21271s window: 8
average delay: 0.702
	min: 0.514s max: 1.171s std dev: 0.21128s window: 9
average delay: 0.682
	min: 0.503s max: 1.171s std dev: 0.20909s window: 10
average delay: 0.671
	min: 0.503s max: 1.171s std dev: 0.20264s window: 11
average delay: 0.664
	min: 0.503s max: 1.171s std dev: 0.19516s window: 12
average delay: 0.658
	min: 0.503s max: 1.171s std dev: 0.18854s window: 13
average delay: 0.648
	min: 0.503s max: 1.171s std dev: 0.18568s window: 14
average delay: 0.637
	min: 0.481s max: 1.171s std dev: 0.18414s window: 15
average delay: 0.649
	min: 0.481s max: 1.171s std dev: 0.18402s window: 16
average delay: 0.651
	min: 0.481s max: 1.171s std dev: 0.17890s window: 17
average delay: 0.650
	min: 0.481s max: 1.171s std dev: 0.17393s window: 18
average delay: 0.646
	min: 0.481s max: 1.171s std dev: 0.17020s window: 19
average delay: 0.640
	min: 0.481s max: 1.171s std dev: 0.16820s window: 20
no new messages
no new messages
no new messages
average delay: 0.658
	min: 0.448s max: 1.243s std dev: 0.20880s window: 22
average delay: 0.652
	min: 0.448s max: 1.243s std dev: 0.20635s window: 23
average delay: 0.649
	min: 0.448s max: 1.243s std dev: 0.20274s window: 24
average delay: 0.645
	min: 0.448s max: 1.243s std dev: 0.19936s window: 25
average delay: 0.640
	min: 0.448s max: 1.243s std dev: 0.19697s window: 26
no new messages
no new messages
no new messages
average delay: 0.632
	min: 0.423s max: 1.243s std dev: 0.19759s window: 27
average delay: 0.629
	min: 0.423s max: 1.243s std dev: 0.19483s window: 28
average delay: 0.624
	min: 0.423s max: 1.243s std dev: 0.19300s window: 29
average delay: 0.620
	min: 0.423s max: 1.243s std dev: 0.19103s window: 30
average delay: 0.626
	min: 0.423s max: 1.243s std dev: 0.19067s window: 31
average delay: 0.624
	min: 0.423s max: 1.243s std dev: 0.18793s window: 32
average delay: 0.621
	min: 0.423s max: 1.243s std dev: 0.18607s window: 33
average delay: 0.618
	min: 0.423s max: 1.243s std dev: 0.18380s window: 34
average delay: 0.617
	min: 0.423s max: 1.243s std dev: 0.18142s window: 35
average delay: 0.614
	min: 0.423s max: 1.243s std dev: 0.17978s window: 36
average delay: 0.614
	min: 0.423s max: 1.243s std dev: 0.17734s window: 37
average delay: 0.618
	min: 0.423s max: 1.243s std dev: 0.17653s window: 38
average delay: 0.615
	min: 0.423s max: 1.243s std dev: 0.17508s window: 39
no new messages
no new messages
average delay: 0.616
	min: 0.423s max: 1.243s std dev: 0.17296s window: 40
average delay: 0.617
	min: 0.423s max: 1.243s std dev: 0.17114s window: 41
no new messages
no new messages
no new messages
average delay: 0.647
	min: 0.423s max: 1.875s std dev: 0.25570s window: 42
no new messages
no new messages
average delay: 0.669
	min: 0.423s max: 1.875s std dev: 0.29081s window: 43
average delay: 0.677
	min: 0.423s max: 1.875s std dev: 0.29171s window: 44
average delay: 0.683
	min: 0.423s max: 1.875s std dev: 0.29116s window: 45
average delay: 0.696
	min: 0.423s max: 1.875s std dev: 0.29216s window: 47
no new messages
no new messages
average delay: 0.699
	min: 0.423s max: 1.875s std dev: 0.29000s window: 48
average delay: 0.703
	min: 0.423s max: 1.875s std dev: 0.28853s window: 49
average delay: 0.713
	min: 0.423s max: 1.875s std dev: 0.29390s window: 50
average delay: 0.717
	min: 0.423s max: 1.875s std dev: 0.29192s window: 51
no new messages
average delay: 0.726
	min: 0.423s max: 1.875s std dev: 0.29664s window: 52
no new messages
no new messages
no new messages
average delay: 0.764
	min: 0.423s max: 2.486s std dev: 0.37735s window: 54
average delay: 0.762
	min: 0.423s max: 2.486s std dev: 0.37432s window: 55
average delay: 0.761
	min: 0.423s max: 2.486s std dev: 0.37101s window: 56
average delay: 0.759
	min: 0.423s max: 2.486s std dev: 0.36806s window: 57
