msg_published_time msg_received_time map_load_time.secs update_time.secs uint32_metadata.size_x uint32_metadata.size_y uint8_data_size.bytes
1738936204.852 1738936205.938 0.000 0.000 60 60 3600
1738936205.451 1738936206.406 0.000 0.000 60 60 3600
1738936207.251 1738936208.179 0.000 0.000 60 60 3600
1738936207.852 1738936208.774 0.000 0.000 60 60 3600
1738936211.451 1738936211.915 0.000 0.000 60 60 3600
1738936212.051 1738936212.596 0.000 0.000 60 60 3600
1738936213.252 1738936214.041 0.000 0.000 60 60 3600
1738936213.851 1738936214.954 0.000 0.000 60 60 3600
1738936215.651 1738936216.415 0.000 0.000 60 60 3600
1738936216.251 1738936217.184 0.000 0.000 60 60 3600
1738936219.851 1738936220.264 0.000 0.000 60 60 3600
1738936222.252 1738936222.835 0.000 0.000 60 60 3600
1738936224.051 1738936225.175 0.000 0.000 60 60 3600
1738936225.851 1738936226.746 0.000 0.000 60 60 3600
1738936227.051 1738936227.667 0.000 0.000 60 60 3600
1738936228.851 1738936229.694 0.000 0.000 60 60 3600
1738936230.651 1738936231.061 0.000 0.000 60 60 3600
1738936232.451 1738936232.826 0.000 0.000 60 60 3600
1738936233.051 1738936233.808 0.000 0.000 60 60 3600
1738936234.852 1738936235.174 0.000 0.000 60 60 3600
1738936236.651 1738936237.041 0.000 0.000 60 60 3600
1738936237.851 1738936238.611 0.000 0.000 60 60 3600
1738936238.451 1738936238.954 0.000 0.000 60 60 3600
1738936239.051 1738936239.790 0.000 0.000 60 60 3600
1738936240.251 1738936241.294 0.000 0.000 60 60 3600
1738936240.851 1738936241.608 0.000 0.000 60 60 3600
1738936242.051 1738936242.937 0.000 0.000 60 60 3600
1738936242.651 1738936243.625 0.000 0.000 60 60 3600
1738936243.251 1738936243.978 0.000 0.000 60 60 3600
1738936243.851 1738936244.943 0.000 0.000 60 60 3600
1738936244.451 1738936245.249 0.000 0.000 60 60 3600
1738936246.251 1738936246.693 0.000 0.000 60 60 3600
1738936247.451 1738936248.347 0.000 0.000 60 60 3600
1738936248.651 1738936249.466 0.000 0.000 60 60 3600
1738936249.251 1738936249.710 0.000 0.000 60 60 3600
1738936250.451 1738936251.412 0.000 0.000 60 60 3600
1738936251.051 1738936251.866 0.000 0.000 60 60 3600
1738936251.651 1738936252.054 0.000 0.000 60 60 3600
1738936252.851 1738936253.527 0.000 0.000 60 60 3600
1738936253.451 1738936254.194 0.000 0.000 60 60 3600
1738936257.052 1738936258.090 0.000 0.000 60 60 3600
1738936259.451 1738936260.466 0.000 0.000 60 60 3600
1738936260.051 1738936260.690 0.000 0.000 60 60 3600
1738936261.851 1738936262.652 0.000 0.000 60 60 3600
1738936263.051 1738936263.732 0.000 0.000 60 60 3600
1738936263.651 1738936264.249 0.000 0.000 60 60 3600
1738936265.451 1738936266.194 0.000 0.000 60 60 3600
1738936266.651 1738936267.700 0.000 0.000 60 60 3600
1738936267.251 1738936267.781 0.000 0.000 60 60 3600
1738936267.851 1738936268.606 0.000 0.000 60 60 3600
1738936268.451 1738936269.546 0.000 0.000 60 60 3600
1738936270.251 1738936271.181 0.000 0.000 60 60 3600
1738936270.851 1738936271.525 0.000 0.000 60 60 3600
1738936272.651 1738936273.237 0.000 0.000 60 60 3600
1738936273.251 1738936274.079 0.000 0.000 60 60 3600
1738936274.451 1738936275.454 0.000 0.000 60 60 3600
1738936275.051 1738936275.770 0.000 0.000 60 60 3600
1738936276.251 1738936277.173 0.000 0.000 60 60 3600
1738936278.651 1738936280.047 0.000 0.000 60 60 3600
1738936279.851 1738936280.610 0.000 0.000 60 60 3600
1738936281.051 1738936281.960 0.000 0.000 60 60 3600
1738936284.051 1738936284.578 0.000 0.000 60 60 3600
1738936284.651 1738936285.407 0.000 0.000 60 60 3600
1738936285.851 1738936286.394 0.000 0.000 60 60 3600
1738936286.451 1738936286.798 0.000 0.000 60 60 3600
1738936288.252 1738936288.923 0.000 0.000 60 60 3600
1738936290.653 1738936291.231 0.000 0.000 60 60 3600
1738936291.852 1738936292.411 0.000 0.000 60 60 3600
1738936295.451 1738936295.746 0.000 0.000 60 60 3600
1738936299.651 1738936300.119 0.000 0.000 60 60 3600
1738936300.852 1738936301.895 0.000 0.000 60 60 3600
1738936301.451 1738936302.192 0.000 0.000 60 60 3600
1738936302.051 1738936302.776 0.000 0.000 60 60 3600
1738936302.651 1738936303.632 0.000 0.000 60 60 3600
1738936303.852 1738936304.764 0.000 0.000 60 60 3600
1738936305.051 1738936305.458 0.000 0.000 60 60 3600
1738936307.452 1738936308.048 0.000 0.000 60 60 3600
1738936308.051 1738936308.583 0.000 0.000 60 60 3600
1738936310.451 1738936310.967 0.000 0.000 60 60 3600
1738936311.051 1738936311.622 0.000 0.000 60 60 3600
1738936312.251 1738936312.753 0.000 0.000 60 60 3600
1738936312.851 1738936313.713 0.000 0.000 60 60 3600
1738936314.051 1738936314.750 0.000 0.000 60 60 3600
1738936315.851 1738936316.763 0.000 0.000 60 60 3600
1738936317.651 1738936318.389 0.000 0.000 60 60 3600
1738936318.853 1738936319.169 0.000 0.000 60 60 3600
1738936320.651 1738936321.214 0.000 0.000 60 60 3600
1738936321.252 1738936321.670 0.000 0.000 60 60 3600
1738936323.651 1738936324.798 0.000 0.000 60 60 3600
1738936324.851 1738936325.607 0.000 0.000 60 60 3600
1738936325.451 1738936326.421 0.000 0.000 60 60 3600
1738936327.852 1738936328.349 0.000 0.000 60 60 3600
1738936328.451 1738936328.826 0.000 0.000 60 60 3600
1738936329.051 1738936329.947 0.000 0.000 60 60 3600
1738936329.651 1738936330.117 0.000 0.000 60 60 3600
1738936330.251 1738936331.305 0.000 0.000 60 60 3600
1738936330.851 1738936331.398 0.000 0.000 60 60 3600
1738936332.051 1738936332.832 0.000 0.000 60 60 3600
1738936332.653 1738936333.256 0.000 0.000 60 60 3600
1738936334.451 1738936335.051 0.000 0.000 60 60 3600
1738936335.651 1738936336.002 0.000 0.000 60 60 3600
1738936336.852 1738936337.682 0.000 0.000 60 60 3600
1738936338.651 1738936339.024 0.000 0.000 60 60 3600
1738936339.851 1738936340.585 0.000 0.000 60 60 3600
1738936342.851 1738936343.546 0.000 0.000 60 60 3600
1738936344.651 1738936345.021 0.000 0.000 60 60 3600
1738936346.451 1738936347.069 0.000 0.000 60 60 3600
1738936347.652 1738936348.713 0.000 0.000 60 60 3600
1738936348.851 1738936349.809 0.000 0.000 60 60 3600
1738936350.051 1738936350.788 0.000 0.000 60 60 3600
1738936352.451 1738936353.097 0.000 0.000 60 60 3600
1738936353.051 1738936353.650 0.000 0.000 60 60 3600
1738936357.251 1738936357.876 0.000 0.000 60 60 3600
1738936357.851 1738936358.639 0.000 0.000 60 60 3600
1738936359.651 1738936360.299 0.000 0.000 60 60 3600
1738936360.851 1738936361.709 0.000 0.000 60 60 3600
1738936361.451 1738936362.042 0.000 0.000 60 60 3600
1738936362.651 1738936363.189 0.000 0.000 60 60 3600
1738936364.451 1738936365.438 0.000 0.000 60 60 3600
1738936366.851 1738936367.514 0.000 0.000 60 60 3600
1738936368.051 1738936368.535 0.000 0.000 60 60 3600
1738936369.255 1738936369.753 0.000 0.000 60 60 3600
1738936371.051 1738936371.660 0.000 0.000 60 60 3600
1738936371.651 1738936372.359 0.000 0.000 60 60 3600
1738936372.851 1738936373.493 0.000 0.000 60 60 3600
1738936375.851 1738936376.238 0.000 0.000 60 60 3600
1738936376.452 1738936377.071 0.000 0.000 60 60 3600
1738936379.451 1738936380.143 0.000 0.000 60 60 3600
1738936380.051 1738936380.710 0.000 0.000 60 60 3600
1738936380.651 1738936381.191 0.000 0.000 60 60 3600
1738936381.251 1738936382.024 0.000 0.000 60 60 3600
1738936382.451 1738936383.066 0.000 0.000 60 60 3600
1738936383.051 1738936383.787 0.000 0.000 60 60 3600
1738936383.651 1738936384.439 0.000 0.000 60 60 3600
1738936384.251 1738936385.202 0.000 0.000 60 60 3600
1738936385.451 1738936386.176 0.000 0.000 60 60 3600
1738936386.051 1738936386.725 0.000 0.000 60 60 3600
1738936387.251 1738936388.086 0.000 0.000 60 60 3600
1738936387.851 1738936388.564 0.000 0.000 60 60 3600
1738936389.051 1738936389.962 0.000 0.000 60 60 3600
1738936392.052 1738936392.738 0.000 0.000 60 60 3600
1738936396.251 1738936397.028 0.000 0.000 60 60 3600
1738936398.051 1738936398.635 0.000 0.000 60 60 3600
1738936399.251 1738936400.247 0.000 0.000 60 60 3600
1738936399.851 1738936400.874 0.000 0.000 60 60 3600
1738936401.051 1738936401.580 0.000 0.000 60 60 3600
1738936401.651 1738936402.724 0.000 0.000 60 60 3600
1738936402.251 1738936403.048 0.000 0.000 60 60 3600
1738936403.451 1738936404.087 0.000 0.000 60 60 3600
1738936406.451 1738936407.032 0.000 0.000 60 60 3600
1738936407.051 1738936407.689 0.000 0.000 60 60 3600
1738936410.651 1738936411.179 0.000 0.000 60 60 3600
1738936411.251 1738936412.180 0.000 0.000 60 60 3600
1738936413.051 1738936413.885 0.000 0.000 60 60 3600
