msg_published_time msg_received_time uint8_data_size.bytes
1738849129.260 1738849130.155 177240
1738849129.293 1738849130.184 177440
1738849129.393 1738849130.428 176908
1738849129.760 1738849131.302 177422
1738849130.660 1738849132.088 176858
1738849131.560 1738849132.455 177126
1738849131.593 1738849132.456 177199
1738849131.627 1738849132.474 177275
1738849131.660 1738849132.516 177227
1738849131.727 1738849132.567 177165
1738849131.793 1738849132.604 177161
1738849131.960 1738849132.862 177238
1738849132.160 1738849133.415 177111
1738849132.193 1738849133.445 177037
1738849132.260 1738849133.621 176897
1738849132.593 1738849135.148 177099
1738849132.693 1738849135.149 177026
1738849133.927 1738849135.149 177048
1738849134.693 1738849136.584 176959
1738849135.893 1738849137.961 176702
1738849137.027 1738849138.008 177296
1738849137.060 1738849138.026 176487
1738849137.127 1738849138.073 177211
1738849137.393 1738849138.544 176410
1738849137.493 1738849139.395 176243
1738849137.560 1738849139.434 177373
1738849137.760 1738849139.474 176794
1738849138.793 1738849141.251 176588
1738849141.660 1738849145.062 176866
1738849141.693 1738849145.114 176856
1738849144.127 1738849145.339 177155
1738849144.327 1738849145.496 177002
1738849144.427 1738849145.548 177211
1738849144.560 1738849145.613 177049
1738849144.693 1738849145.903 177202
1738849145.060 1738849146.083 177669
1738849145.127 1738849146.168 177151
1738849145.327 1738849146.450 177059
1738849147.060 1738849148.053 177345
1738849147.127 1738849148.111 176946
1738849147.160 1738849148.269 176888
1738849147.460 1738849148.410 176908
1738849147.560 1738849148.482 177001
1738849147.693 1738849148.569 177169
1738849147.727 1738849148.606 176911
1738849147.793 1738849148.748 177281
1738849147.827 1738849148.773 176828
1738849147.860 1738849148.816 177521
1738849147.993 1738849148.877 177205
1738849148.027 1738849148.905 177113
1738849148.427 1738849151.179 177061
1738849150.027 1738849151.180 177193
1738849150.427 1738849151.586 177264
1738849151.327 1738849152.324 177317
1738849151.993 1738849152.933 177391
1738849152.260 1738849153.483 177324
1738849153.227 1738849154.311 177486
1738849153.260 1738849154.456 177321
1738849153.293 1738849154.663 177432
1738849153.393 1738849154.892 177505
1738849153.793 1738849155.894 177358
1738849155.027 1738849156.201 176743
1738849155.327 1738849157.264 177230
1738849155.360 1738849157.294 176982
1738849155.394 1738849157.318 177058
1738849155.427 1738849157.350 177337
1738849156.260 1738849157.410 177593
1738849156.727 1738849159.030 177410
1738849157.794 1738849159.030 176791
1738849157.827 1738849159.458 177358
