msg_published_time msg_received_time map_load_time.secs update_time.secs uint32_metadata.size_x uint32_metadata.size_y uint8_data_size.bytes
1738924131.547 1738924132.324 0.000 0.000 60 60 3600
1738924132.147 1738924132.807 0.000 0.000 60 60 3600
1738924132.747 1738924133.310 0.000 0.000 60 60 3600
1738924133.347 1738924133.815 0.000 0.000 60 60 3600
1738924133.946 1738924134.820 0.000 0.000 60 60 3600
1738924134.547 1738924135.315 0.000 0.000 60 60 3600
1738924135.147 1738924135.797 0.000 0.000 60 60 3600
1738924135.747 1738924136.735 0.000 0.000 60 60 3600
1738924136.347 1738924136.863 0.000 0.000 60 60 3600
1738924136.947 1738924137.213 0.000 0.000 60 60 3600
1738924137.547 1738924138.011 0.000 0.000 60 60 3600
1738924138.147 1738924138.151 0.000 0.000 60 60 3600
1738924138.749 1738924139.251 0.000 0.000 60 60 3600
1738924139.347 1738924139.817 0.000 0.000 60 60 3600
1738924139.948 1738924140.096 0.000 0.000 60 60 3600
1738924140.547 1738924141.015 0.000 0.000 60 60 3600
1738924141.148 1738924141.152 0.000 0.000 60 60 3600
1738924141.747 1738924141.999 0.000 0.000 60 60 3600
1738924142.347 1738924142.857 0.000 0.000 60 60 3600
1738924142.947 1738924143.125 0.000 0.000 60 60 3600
1738924143.547 1738924144.051 0.000 0.000 60 60 3600
1738924144.147 1738924144.155 0.000 0.000 60 60 3600
1738924144.747 1738924145.058 0.000 0.000 60 60 3600
1738924145.347 1738924145.865 0.000 0.000 60 60 3600
1738924145.948 1738924146.138 0.000 0.000 60 60 3600
1738924146.548 1738924147.033 0.000 0.000 60 60 3600
1738924147.147 1738924147.152 0.000 0.000 60 60 3600
1738924147.747 1738924148.027 0.000 0.000 60 60 3600
1738924148.347 1738924148.872 0.000 0.000 60 60 3600
1738924148.947 1738924149.149 0.000 0.000 60 60 3600
1738924149.548 1738924150.089 0.000 0.000 60 60 3600
1738924150.147 1738924150.175 0.000 0.000 60 60 3600
1738924150.747 1738924151.114 0.000 0.000 60 60 3600
1738924151.348 1738924152.018 0.000 0.000 60 60 3600
1738924151.947 1738924153.019 0.000 0.000 60 60 3600
1738924152.547 1738924153.808 0.000 0.000 60 60 3600
1738924154.347 1738924154.560 0.000 0.000 60 60 3600
1738924154.947 1738924154.953 0.000 0.000 60 60 3600
1738924155.548 1738924155.832 0.000 0.000 60 60 3600
1738924156.147 1738924156.648 0.000 0.000 60 60 3600
1738924156.747 1738924156.823 0.000 0.000 60 60 3600
1738924157.348 1738924157.673 0.000 0.000 60 60 3600
1738924157.947 1738924157.951 0.000 0.000 60 60 3600
1738924158.547 1738924158.755 0.000 0.000 60 60 3600
1738924159.147 1738924159.649 0.000 0.000 60 60 3600
1738924159.747 1738924159.781 0.000 0.000 60 60 3600
1738924160.347 1738924160.696 0.000 0.000 60 60 3600
1738924160.948 1738924160.951 0.000 0.000 60 60 3600
1738924161.547 1738924161.845 0.000 0.000 60 60 3600
1738924162.148 1738924162.842 0.000 0.000 60 60 3600
1738924162.747 1738924162.877 0.000 0.000 60 60 3600
1738924163.348 1738924163.848 0.000 0.000 60 60 3600
1738924163.948 1738924163.951 0.000 0.000 60 60 3600
1738924164.547 1738924165.061 0.000 0.000 60 60 3600
1738924165.146 1738924165.668 0.000 0.000 60 60 3600
1738924165.747 1738924165.812 0.000 0.000 60 60 3600
1738924166.348 1738924166.816 0.000 0.000 60 60 3600
1738924166.947 1738924166.952 0.000 0.000 60 60 3600
1738924167.547 1738924167.792 0.000 0.000 60 60 3600
1738924168.147 1738924168.743 0.000 0.000 60 60 3600
1738924168.747 1738924168.809 0.000 0.000 60 60 3600
1738924169.347 1738924169.852 0.000 0.000 60 60 3600
1738924169.948 1738924169.998 0.000 0.000 60 60 3600
1738924170.547 1738924171.003 0.000 0.000 60 60 3600
1738924171.148 1738924171.714 0.000 0.000 60 60 3600
1738924171.747 1738924171.867 0.000 0.000 60 60 3600
1738924172.347 1738924172.807 0.000 0.000 60 60 3600
1738924172.949 1738924172.955 0.000 0.000 60 60 3600
1738924173.547 1738924173.775 0.000 0.000 60 60 3600
1738924174.147 1738924174.940 0.000 0.000 60 60 3600
1738924174.748 1738924174.943 0.000 0.000 60 60 3600
1738924175.347 1738924175.719 0.000 0.000 60 60 3600
1738924175.947 1738924175.953 0.000 0.000 60 60 3600
1738924176.547 1738924176.821 0.000 0.000 60 60 3600
1738924177.148 1738924177.649 0.000 0.000 60 60 3600
1738924177.747 1738924177.793 0.000 0.000 60 60 3600
1738924178.347 1738924178.781 0.000 0.000 60 60 3600
1738924178.948 1738924179.809 0.000 0.000 60 60 3600
1738924179.548 1738924179.872 0.000 0.000 60 60 3600
1738924180.147 1738924180.865 0.000 0.000 60 60 3600
1738924180.747 1738924180.902 0.000 0.000 60 60 3600
1738924181.347 1738924181.775 0.000 0.000 60 60 3600
1738924181.947 1738924181.950 0.000 0.000 60 60 3600
1738924182.547 1738924182.866 0.000 0.000 60 60 3600
1738924183.147 1738924183.832 0.000 0.000 60 60 3600
1738924183.747 1738924183.834 0.000 0.000 60 60 3600
1738924184.347 1738924184.740 0.000 0.000 60 60 3600
1738924184.947 1738924184.974 0.000 0.000 60 60 3600
1738924185.546 1738924185.862 0.000 0.000 60 60 3600
1738924186.147 1738924186.716 0.000 0.000 60 60 3600
1738924186.747 1738924186.776 0.000 0.000 60 60 3600
1738924187.346 1738924187.650 0.000 0.000 60 60 3600
1738924187.946 1738924187.950 0.000 0.000 60 60 3600
1738924188.547 1738924188.834 0.000 0.000 60 60 3600
1738924189.147 1738924189.736 0.000 0.000 60 60 3600
1738924189.747 1738924189.879 0.000 0.000 60 60 3600
1738924190.346 1738924190.874 0.000 0.000 60 60 3600
1738924190.947 1738924190.951 0.000 0.000 60 60 3600
1738924191.547 1738924191.928 0.000 0.000 60 60 3600
1738924192.147 1738924192.736 0.000 0.000 60 60 3600
1738924192.747 1738924192.886 0.000 0.000 60 60 3600
1738924193.347 1738924193.744 0.000 0.000 60 60 3600
1738924193.948 1738924193.975 0.000 0.000 60 60 3600
1738924194.548 1738924194.882 0.000 0.000 60 60 3600
1738924195.147 1738924195.720 0.000 0.000 60 60 3600
1738924195.747 1738924195.860 0.000 0.000 60 60 3600
1738924196.348 1738924196.688 0.000 0.000 60 60 3600
1738924196.947 1738924196.951 0.000 0.000 60 60 3600
1738924197.547 1738924197.828 0.000 0.000 60 60 3600
1738924198.147 1738924198.692 0.000 0.000 60 60 3600
1738924198.747 1738924198.830 0.000 0.000 60 60 3600
1738924199.347 1738924199.670 0.000 0.000 60 60 3600
1738924199.947 1738924199.951 0.000 0.000 60 60 3600
1738924200.547 1738924200.817 0.000 0.000 60 60 3600
1738924201.147 1738924201.651 0.000 0.000 60 60 3600
1738924201.746 1738924201.787 0.000 0.000 60 60 3600
1738924202.347 1738924202.670 0.000 0.000 60 60 3600
1738924202.948 1738924202.952 0.000 0.000 60 60 3600
1738924203.547 1738924203.792 0.000 0.000 60 60 3600
1738924204.147 1738924204.648 0.000 0.000 60 60 3600
1738924204.747 1738924204.888 0.000 0.000 60 60 3600
1738924205.347 1738924205.693 0.000 0.000 60 60 3600
1738924205.947 1738924206.182 0.000 0.000 60 60 3600
1738924206.546 1738924206.926 0.000 0.000 60 60 3600
1738924207.147 1738924207.668 0.000 0.000 60 60 3600
1738924207.747 1738924207.857 0.000 0.000 60 60 3600
1738924208.346 1738924208.685 0.000 0.000 60 60 3600
1738924208.946 1738924208.955 0.000 0.000 60 60 3600
1738924209.547 1738924209.787 0.000 0.000 60 60 3600
1738924210.147 1738924210.673 0.000 0.000 60 60 3600
1738924210.747 1738924210.811 0.000 0.000 60 60 3600
1738924211.347 1738924211.699 0.000 0.000 60 60 3600
1738924211.947 1738924211.951 0.000 0.000 60 60 3600
1738924212.547 1738924212.811 0.000 0.000 60 60 3600
1738924213.147 1738924213.717 0.000 0.000 60 60 3600
1738924213.747 1738924213.883 0.000 0.000 60 60 3600
1738924214.347 1738924214.719 0.000 0.000 60 60 3600
1738924214.947 1738924214.951 0.000 0.000 60 60 3600
1738924215.547 1738924215.835 0.000 0.000 60 60 3600
1738924216.147 1738924216.672 0.000 0.000 60 60 3600
1738924216.747 1738924216.851 0.000 0.000 60 60 3600
1738924217.347 1738924217.703 0.000 0.000 60 60 3600
1738924217.947 1738924217.951 0.000 0.000 60 60 3600
1738924218.546 1738924218.788 0.000 0.000 60 60 3600
1738924219.147 1738924219.673 0.000 0.000 60 60 3600
1738924219.747 1738924219.822 0.000 0.000 60 60 3600
1738924220.347 1738924220.663 0.000 0.000 60 60 3600
1738924220.947 1738924220.952 0.000 0.000 60 60 3600
1738924221.547 1738924221.897 0.000 0.000 60 60 3600
1738924222.146 1738924222.722 0.000 0.000 60 60 3600
1738924222.747 1738924222.846 0.000 0.000 60 60 3600
1738924223.347 1738924223.700 0.000 0.000 60 60 3600
1738924223.947 1738924223.951 0.000 0.000 60 60 3600
1738924224.547 1738924224.716 0.000 0.000 60 60 3600
1738924225.146 1738924225.227 0.000 0.000 60 60 3600
1738924225.746 1738924225.855 0.000 0.000 60 60 3600
1738924226.347 1738924226.697 0.000 0.000 60 60 3600
1738924226.947 1738924226.953 0.000 0.000 60 60 3600
1738924227.546 1738924227.698 0.000 0.000 60 60 3600
1738924228.147 1738924228.215 0.000 0.000 60 60 3600
1738924228.747 1738924228.853 0.000 0.000 60 60 3600
1738924229.348 1738924229.765 0.000 0.000 60 60 3600
1738924229.947 1738924229.952 0.000 0.000 60 60 3600
